-----,-----------,-----------,--------------,,,,,,,
Info," ""Default""",7.246378," ""_____________________________________",,,,,,-0.13,1.61
"
Info, PathFollower""",7.249252," ""ONPATH = true""",,,,,,,-0.14,1.61
Info," ""PathFollower""",7.250529," ""found closest waypoint:0.0; 0.17 | 0.2""",,,,,,-0.14,1.62
Info," ""PathFollower""",7.253025," ""LookaheadPoint:0.0; 0.78""",,,,,,-0.15,1.62
Info," ""PathFollower""",7.253647," ""Curvature:-0.03915023630081213""",,,,,,-0.15,1.63
Info," ""PathFollower""",7.254328," ""Velocities (left; right):0.1960849763699188; 0.2039150236300812""",,,,,,-0.16,1.63
Info," ""Default""",7.256208," ""POS: (0.0; 0.17""",,,,,,-0.17,1.64
Info," ""Default""",7.256897," ""/ GYRO: -0.37""",,,,,,-0.17,1.64
Info," ""Default""",7.258035," ""| Encoders left right: 0.16"," 0.18""",,,,,-0.18,1.65
Info," ""Default""",7.259307," ""Left Vel0.2""",,,,,,-0.18,1.65
Info," ""Default""",7.260658," ""Right Vel0.2""",,,,,,-0.19,1.66
Info," ""Default""",7.261041," ""_____________________________________",,,,,,-0.2,1.66
"
Info, PathFollower""",7.265661," ""ONPATH = true""",,,,,,,-0.2,1.67
Info," ""PathFollower""",7.268404," ""found closest waypoint:0.0; 0.17 | 0.2""",,,,,,-0.21,1.67
Info," ""PathFollower""",7.272928," ""LookaheadPoint:0.0; 0.78""",,,,,,-0.22,1.67
Info," ""PathFollower""",7.274292," ""Curvature:-0.039501592789281975""",,,,,,-0.22,1.68
Info," ""PathFollower""",7.27549," ""Velocities (left; right):0.19604984072107182; 0.20395015927892823""",,,,,,-0.23,1.68
Info," ""Default""",7.282882," ""POS: (0.0; 0.17""",,,,,,-0.24,1.68
Info," ""Default""",7.283561," ""/ GYRO: -0.37""",,,,,,-0.24,1.69
Info," ""Default""",7.284608," ""| Encoders left right: 0.17"," 0.19""",,,,,-0.25,1.69
Info," ""Default""",7.285774," ""Left Vel0.2""",,,,,,-0.25,1.69
Info," ""Default""",7.286486," ""Right Vel0.2""",,,,,,-0.26,1.69
Info," ""Default""",7.286937," ""_____________________________________",,,,,,-0.28,1.7
"
Info, PathFollower""",7.289095," ""ONPATH = true""",,,,,,,-0.29,1.7
Info," ""PathFollower""",7.290385," ""found closest waypoint:0.0; 0.19 | 0.2""",,,,,,-0.3,1.7
Info," ""PathFollower""",7.291706," ""LookaheadPoint:0.0; 0.8""",,,,,,-0.32,1.71
Info," ""PathFollower""",7.292399," ""Curvature:-0.040048145779054634""",,,,,,-0.33,1.71
Info," ""PathFollower""",7.293199," ""Velocities (left; right):0.19599518542209454; 0.20400481457790548""",,,,,,-0.34,1.71
Info," ""Default""",7.301593," ""POS: (0.0; 0.19""",,,,,,-0.35,1.71
Info," ""Default""",7.302409," ""/ GYRO: -0.36""",,,,,,-0.36,1.71
Info," ""Default""",7.303611," ""| Encoders left right: 0.18"," 0.21""",,,,,-0.37,1.71
Info," ""Default""",7.304706," ""Left Vel0.2""",,,,,,-0.39,1.71
Info," ""Default""",7.3054," ""Right Vel0.2""",,,,,,-0.4,1.71
Info," ""Default""",7.30575," ""_____________________________________",,,,,,-0.41,1.7
"
Info, PathFollower""",7.307792," ""ONPATH = true""",,,,,,,-0.42,1.7
Info," ""PathFollower""",7.309417," ""found closest waypoint:0.0; 0.2 | 0.2""",,,,,,-0.43,1.7
Info," ""PathFollower""",7.310823," ""LookaheadPoint:0.0; 0.81""",,,,,,-0.44,1.7
Info," ""PathFollower""",7.311383," ""Curvature:-0.04016934704300729""",,,,,,-0.46,1.69
Info," ""PathFollower""",7.312097," ""Velocities (left; right):0.19598306529569928; 0.20401693470430074""",,,,,,-0.47,1.69
Info," ""Default""",7.31485," ""POS: (0.0; 0.2""",,,,,,-0.48,1.69
Info," ""Default""",7.31556," ""/ GYRO: -0.36""",,,,,,-0.49,1.68
Info," ""Default""",7.31651," ""| Encoders left right: 0.19"," 0.21""",,,,,-0.5,1.68
Info," ""Default""",7.317734," ""Left Vel0.2""",,,,,,-0.51,1.67
Info," ""Default""",7.318585," ""Right Vel0.2""",,,,,,-0.52,1.67
Info," ""Default""",7.318933," ""_____________________________________",,,,,,-0.53,1.67
"
Info, PathFollower""",7.321849," ""ONPATH = true""",,,,,,,-0.54,1.66
Info," ""PathFollower""",7.323498," ""found closest waypoint:0.0; 0.2 | 0.2""",,,,,,-0.55,1.66
Info," ""PathFollower""",7.325277," ""LookaheadPoint:0.0; 0.81""",,,,,,-0.56,1.65
Info," ""PathFollower""",7.325853," ""Curvature:-0.04068086438012105""",,,,,,-0.57,1.65
Info," ""PathFollower""",7.326483," ""Velocities (left; right):0.1959319135619879; 0.2040680864380121""",,,,,,-0.58,1.64
Info," ""Default""",7.328272," ""POS: (0.0; 0.2""",,,,,,-0.6,1.64
Info," ""Default""",7.328941," ""/ GYRO: -0.36""",,,,,,-0.61,1.63
Info," ""Default""",7.329775," ""| Encoders left right: 0.2"," 0.22""",,,,,-0.62,1.63
Info," ""Default""",7.330835," ""Left Vel0.2""",,,,,,-0.63,1.62
Info," ""Default""",7.331525," ""Right Vel0.2""",,,,,,-0.64,1.62
Info," ""Default""",7.331892," ""_____________________________________",,,,,,-0.65,1.61
"
Info, PathFollower""",7.335035," ""ONPATH = true""",,,,,,,-0.66,1.61
Info," ""PathFollower""",7.336533," ""found closest waypoint:0.0; 0.21 | 0.2""",,,,,,-0.67,1.61
Info," ""PathFollower""",7.338916," ""LookaheadPoint:-0.01; 0.82""",,,,,,-0.68,1.6
Info," ""PathFollower""",7.339504," ""Curvature:-0.04116041005061126""",,,,,,-0.69,1.6
Info," ""PathFollower""",7.340234," ""Velocities (left; right):0.19588395899493888; 0.20411604100506114""",,,,,,-0.7,1.59
Info," ""Default""",7.343959," ""POS: (0.0; 0.21""",,,,,,-0.71,1.59
Info," ""Default""",7.346167," ""/ GYRO: -0.36""",,,,,,-0.73,1.58
Info," ""Default""",7.347175," ""| Encoders left right: 0.21"," 0.23""",,,,,-0.74,1.58
Info," ""Default""",7.348379," ""Left Vel0.2""",,,,,,-0.75,1.57
Info," ""Default""",7.349101," ""Right Vel0.2""",,,,,,-0.76,1.57
Info," ""Default""",7.351872," ""_____________________________________",,,,,,-0.77,1.56
"
Info, PathFollower""",7.354331," ""ONPATH = true""",,,,,,,-0.78,1.55
Info," ""PathFollower""",7.355772," ""found closest waypoint:0.0; 0.22 | 0.2""",,,,,,-0.79,1.55
Info," ""PathFollower""",7.357126," ""LookaheadPoint:-0.01; 0.83""",,,,,,-0.81,1.54
Info," ""PathFollower""",7.357717," ""Curvature:-0.04186374049185489""",,,,,,-0.82,1.54
Info," ""PathFollower""",7.358343," ""Velocities (left; right):0.19581362595081453; 0.2041863740491855""",,,,,,-0.83,1.53
Info," ""Default""",7.360144," ""POS: (0.0; 0.22""",,,,,,-0.84,1.53
Info," ""Default""",7.360781," ""/ GYRO: -0.35""",,,,,,-0.85,1.52
Info," ""Default""",7.361819," ""| Encoders left right: 0.21"," 0.24""",,,,,-0.86,1.51
Info," ""Default""",7.363072," ""Left Vel0.2""",,,,,,-0.88,1.51
Info," ""Default""",7.363736," ""Right Vel0.2""",,,,,,-0.89,1.5
Info," ""Default""",7.364063," ""_____________________________________",,,,,,-0.9,1.49
"
Info, PathFollower""",7.366425," ""ONPATH = true""",,,,,,,-0.91,1.49
Info," ""PathFollower""",7.367692," ""found closest waypoint:0.0; 0.23 | 0.2""",,,,,,-0.92,1.48
Info," ""PathFollower""",7.369026," ""LookaheadPoint:-0.01; 0.84""",,,,,,-0.93,1.47
Info," ""PathFollower""",7.369606," ""Curvature:-0.041744863843882214""",,,,,,-0.95,1.47
Info," ""PathFollower""",7.370172," ""Velocities (left; right):0.1958255136156118; 0.20417448638438823""",,,,,,-0.96,1.46
Info," ""Default""",7.376174," ""POS: (0.0; 0.23""",,,,,,-0.97,1.45
Info," ""Default""",7.376845," ""/ GYRO: -0.35""",,,,,,-0.98,1.45
Info," ""Default""",7.37786," ""| Encoders left right: 0.22"," 0.25""",,,,,-0.99,1.44
Info," ""Default""",7.380119," ""Left Vel0.2""",,,,,,-1,1.43
Info," ""Default""",7.380827," ""Right Vel0.2""",,,,,,-1.02,1.42
Info," ""Default""",7.381164," ""_____________________________________",,,,,,-1.03,1.41
"
Info, PathFollower""",7.392683," ""ONPATH = true""",,,,,,,-1.04,1.41
Info," ""PathFollower""",7.39395," ""found closest waypoint:0.0; 0.24 | 0.2""",,,,,,-1.05,1.4
Info," ""PathFollower""",7.395397," ""LookaheadPoint:-0.01; 0.85""",,,,,,-1.06,1.39
Info," ""PathFollower""",7.398859," ""Curvature:-0.04215764404217085""",,,,,,-1.07,1.38
Info," ""PathFollower""",7.399517," ""Velocities (left; right):0.19578423559578292; 0.20421576440421707""",,,,,,-1.08,1.37
Info," ""Default""",7.404306," ""POS: (0.0; 0.24""",,,,,,-1.11,1.34
Info," ""Default""",7.405101," ""/ GYRO: -0.34""",,,,,,-1.11,1.34
Info," ""Default""",7.4081," ""| Encoders left right: 0.24"," 0.26""",,,,,-1.12,1.34
Info," ""Default""",7.409214," ""Left Vel0.2""",,,,,,-1.12,1.33
Info," ""Default""",7.409891," ""Right Vel0.2""",,,,,,-1.13,1.32
Info," ""Default""",7.414589," ""_____________________________________",,,,,,-1.14,1.31
